,.id,OTU,log2FoldChange,p,padj,Kingdom,Phyla,Class,Order,Family,Genus,Species,Strain,density_min,density_max,sparsity_threshold,sparsity_apply,l2fc_threshold,Treatment,timepoint,Incorp,Good
216,(Treatment=='15MC2' & TP=='240.00') | (Treatment=='5MC2' & TP == '-0.45'),63413adbe8227f80412e824dffac1f5a,-1.525105059,0.999999661,1,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,NS11-12 marine group,uncultured bacterium,uncultured bacterium,63413adbe8227f80412e824dffac1f5a,1.768,1.785,0.25,all,0.25,15MC2,240,FALSE,No
19,(Treatment=='9MC2' & TP=='24.00') | (Treatment=='5MC2' & TP == '-0.45'),65a75a16ddf0882daec9e72eea3aa180,0.434805399,0.408449674,1,Bacteria,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Solimonadaceae,Nevskia,,65a75a16ddf0882daec9e72eea3aa180,1.768,1.785,0.2,all,0.25,9MC2,24,FALSE,No
83,(Treatment=='11MC2' & TP=='48.00') | (Treatment=='5MC2' & TP == '-0.45'),65a75a16ddf0882daec9e72eea3aa180,-0.104043477,0.669052388,1,Bacteria,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Solimonadaceae,Nevskia,,65a75a16ddf0882daec9e72eea3aa180,1.775,1.795,0.2,all,0.25,11MC2,48,FALSE,No
147,(Treatment=='12MC2' & TP=='72.00') | (Treatment=='5MC2' & TP == '-0.45'),65a75a16ddf0882daec9e72eea3aa180,0.293678426,0.493533845,1,Bacteria,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Solimonadaceae,Nevskia,,65a75a16ddf0882daec9e72eea3aa180,1.795,1.813,0.25,all,0.25,12MC2,72,FALSE,No
172,(Treatment=='14MC2' & TP=='120.00') | (Treatment=='5MC2' & TP == '-0.45'),65a75a16ddf0882daec9e72eea3aa180,0.089901352,0.604272653,1,Bacteria,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Solimonadaceae,Nevskia,,65a75a16ddf0882daec9e72eea3aa180,1.768,1.785,0.2,all,0.25,14MC2,120,FALSE,No
238,(Treatment=='15MC2' & TP=='240.00') | (Treatment=='5MC2' & TP == '-0.45'),65a75a16ddf0882daec9e72eea3aa180,-4.931195668,0.983243704,1,Bacteria,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Solimonadaceae,Nevskia,,65a75a16ddf0882daec9e72eea3aa180,1.768,1.785,0.25,all,0.25,15MC2,240,FALSE,No
6,(Treatment=='9MC2' & TP=='24.00') | (Treatment=='5MC2' & TP == '-0.45'),740d9b2ea5713119fec5849936b9128b,-0.116249957,0.910406573,1,Bacteria,Proteobacteria,Alphaproteobacteria,Sneathiellales,Sneathiellaceae,Ferrovibrio,Ambiguous_taxa,740d9b2ea5713119fec5849936b9128b,1.768,1.785,0.2,all,0.25,9MC2,24,FALSE,No
58,(Treatment=='11MC2' & TP=='48.00') | (Treatment=='5MC2' & TP == '-0.45'),740d9b2ea5713119fec5849936b9128b,0.371709944,0.334934349,1,Bacteria,Proteobacteria,Alphaproteobacteria,Sneathiellales,Sneathiellaceae,Ferrovibrio,Ambiguous_taxa,740d9b2ea5713119fec5849936b9128b,1.768,1.785,0.2,all,0.25,11MC2,48,FALSE,No
107,(Treatment=='12MC2' & TP=='72.00') | (Treatment=='5MC2' & TP == '-0.45'),740d9b2ea5713119fec5849936b9128b,0.218535488,0.532986259,1,Bacteria,Proteobacteria,Alphaproteobacteria,Sneathiellales,Sneathiellaceae,Ferrovibrio,Ambiguous_taxa,740d9b2ea5713119fec5849936b9128b,1.768,1.785,0.25,all,0.25,12MC2,72,FALSE,No
240,(Treatment=='15MC2' & TP=='240.00') | (Treatment=='5MC2' & TP == '-0.45'),740d9b2ea5713119fec5849936b9128b,0.30983378,0.462243216,1,Bacteria,Proteobacteria,Alphaproteobacteria,Sneathiellales,Sneathiellaceae,Ferrovibrio,Ambiguous_taxa,740d9b2ea5713119fec5849936b9128b,1.775,1.795,0.25,all,0.25,15MC2,240,FALSE,No
43,(Treatment=='9MC2' & TP=='24.00') | (Treatment=='5MC2' & TP == '-0.45'),748289d833e671b4848c77b9443c2034,0.924130658,0.181401331,0.767716349,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,uncultured,,748289d833e671b4848c77b9443c2034,1.795,1.813,0.2,all,0.25,9MC2,24,FALSE,No
96,(Treatment=='11MC2' & TP=='48.00') | (Treatment=='5MC2' & TP == '-0.45'),748289d833e671b4848c77b9443c2034,0.698730002,0.312835594,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,uncultured,,748289d833e671b4848c77b9443c2034,1.795,1.813,0.2,all,0.25,11MC2,48,FALSE,No
131,(Treatment=='12MC2' & TP=='72.00') | (Treatment=='5MC2' & TP == '-0.45'),748289d833e671b4848c77b9443c2034,-0.245837328,0.931822361,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,uncultured,,748289d833e671b4848c77b9443c2034,1.775,1.795,0.25,all,0.25,12MC2,72,FALSE,No
178,(Treatment=='14MC2' & TP=='120.00') | (Treatment=='5MC2' & TP == '-0.45'),748289d833e671b4848c77b9443c2034,-1.920474456,0.999997893,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,uncultured,,748289d833e671b4848c77b9443c2034,1.778,1.801,0.2,all,0.25,14MC2,120,FALSE,No
211,(Treatment=='15MC2' & TP=='240.00') | (Treatment=='5MC2' & TP == '-0.45'),748289d833e671b4848c77b9443c2034,-6.770911346,0.999999954,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,uncultured,,748289d833e671b4848c77b9443c2034,1.768,1.785,0.25,all,0.25,15MC2,240,FALSE,No
27,(Treatment=='9MC2' & TP=='24.00') | (Treatment=='5MC2' & TP == '-0.45'),79dd8858e8f7f68455b807ef496bbc24,-5.776736275,0.99908766,1,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Aquaspirillaceae,Rivicola,Ambiguous_taxa,79dd8858e8f7f68455b807ef496bbc24,1.775,1.795,0.2,all,0.25,9MC2,24,FALSE,No
91,(Treatment=='11MC2' & TP=='48.00') | (Treatment=='5MC2' & TP == '-0.45'),79dd8858e8f7f68455b807ef496bbc24,-6.741550297,0.999999994,1,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Aquaspirillaceae,Rivicola,Ambiguous_taxa,79dd8858e8f7f68455b807ef496bbc24,1.785,1.807,0.2,all,0.25,11MC2,48,FALSE,No
117,(Treatment=='12MC2' & TP=='72.00') | (Treatment=='5MC2' & TP == '-0.45'),79dd8858e8f7f68455b807ef496bbc24,-6.507557277,0.963390049,1,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Aquaspirillaceae,Rivicola,Ambiguous_taxa,79dd8858e8f7f68455b807ef496bbc24,1.768,1.785,0.25,all,0.25,12MC2,72,FALSE,No
165,(Treatment=='14MC2' & TP=='120.00') | (Treatment=='5MC2' & TP == '-0.45'),79dd8858e8f7f68455b807ef496bbc24,-6.480762058,0.987997394,1,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Aquaspirillaceae,Rivicola,Ambiguous_taxa,79dd8858e8f7f68455b807ef496bbc24,1.768,1.785,0.2,all,0.25,14MC2,120,FALSE,No
226,(Treatment=='15MC2' & TP=='240.00') | (Treatment=='5MC2' & TP == '-0.45'),79dd8858e8f7f68455b807ef496bbc24,-5.483133314,0.995950326,1,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Aquaspirillaceae,Rivicola,Ambiguous_taxa,79dd8858e8f7f68455b807ef496bbc24,1.768,1.785,0.25,all,0.25,15MC2,240,FALSE,No
10,(Treatment=='9MC2' & TP=='24.00') | (Treatment=='5MC2' & TP == '-0.45'),7af6ae689696e9ea838fbb88ee9afb78,2.062459708,0.205395251,0.839287492,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Rhodocyclaceae,Dechloromonas,,7af6ae689696e9ea838fbb88ee9afb78,1.768,1.785,0.2,all,0.25,9MC2,24,FALSE,No
17,(Treatment=='9MC2' & TP=='24.00') | (Treatment=='5MC2' & TP == '-0.45'),7ebbb1e6f79a2910951c191a4bf1df66,-0.312837295,0.982407549,1,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Rhodocyclaceae,Methyloversatilis,,7ebbb1e6f79a2910951c191a4bf1df66,1.768,1.785,0.2,all,0.25,9MC2,24,FALSE,No
76,(Treatment=='11MC2' & TP=='48.00') | (Treatment=='5MC2' & TP == '-0.45'),7ebbb1e6f79a2910951c191a4bf1df66,-0.780325528,0.991960707,1,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Rhodocyclaceae,Methyloversatilis,,7ebbb1e6f79a2910951c191a4bf1df66,1.768,1.785,0.2,all,0.25,11MC2,48,FALSE,No
124,(Treatment=='12MC2' & TP=='72.00') | (Treatment=='5MC2' & TP == '-0.45'),7ebbb1e6f79a2910951c191a4bf1df66,-0.996058497,0.827689548,1,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Rhodocyclaceae,Methyloversatilis,,7ebbb1e6f79a2910951c191a4bf1df66,1.768,1.785,0.25,all,0.25,12MC2,72,FALSE,No
171,(Treatment=='14MC2' & TP=='120.00') | (Treatment=='5MC2' & TP == '-0.45'),7ebbb1e6f79a2910951c191a4bf1df66,-1.387240867,0.999999787,1,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Rhodocyclaceae,Methyloversatilis,,7ebbb1e6f79a2910951c191a4bf1df66,1.768,1.785,0.2,all,0.25,14MC2,120,FALSE,No
236,(Treatment=='15MC2' & TP=='240.00') | (Treatment=='5MC2' & TP == '-0.45'),7ebbb1e6f79a2910951c191a4bf1df66,-7.962897438,1,1,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Rhodocyclaceae,Methyloversatilis,,7ebbb1e6f79a2910951c191a4bf1df66,1.768,1.785,0.25,all,0.25,15MC2,240,FALSE,No
25,(Treatment=='9MC2' & TP=='24.00') | (Treatment=='5MC2' & TP == '-0.45'),8215c539c392e8fc631e1d5cddeac7da,-2.150080682,0.996235469,1,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,uncultured,metagenome,8215c539c392e8fc631e1d5cddeac7da,1.775,1.795,0.2,all,0.25,9MC2,24,FALSE,No
60,(Treatment=='11MC2' & TP=='48.00') | (Treatment=='5MC2' & TP == '-0.45'),8215c539c392e8fc631e1d5cddeac7da,-3.06288938,0.998102507,1,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,uncultured,metagenome,8215c539c392e8fc631e1d5cddeac7da,1.768,1.785,0.2,all,0.25,11MC2,48,FALSE,No
141,(Treatment=='12MC2' & TP=='72.00') | (Treatment=='5MC2' & TP == '-0.45'),8215c539c392e8fc631e1d5cddeac7da,-5.497680179,0.999996222,1,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,uncultured,metagenome,8215c539c392e8fc631e1d5cddeac7da,1.785,1.807,0.25,all,0.25,12MC2,72,FALSE,No
190,(Treatment=='14MC2' & TP=='120.00') | (Treatment=='5MC2' & TP == '-0.45'),8215c539c392e8fc631e1d5cddeac7da,-5.539392415,0.999997305,1,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,uncultured,metagenome,8215c539c392e8fc631e1d5cddeac7da,1.785,1.807,0.2,all,0.25,14MC2,120,FALSE,No
215,(Treatment=='15MC2' & TP=='240.00') | (Treatment=='5MC2' & TP == '-0.45'),8215c539c392e8fc631e1d5cddeac7da,-5.511365653,0.999105145,1,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,uncultured,metagenome,8215c539c392e8fc631e1d5cddeac7da,1.768,1.785,0.25,all,0.25,15MC2,240,FALSE,No
162,(Treatment=='14MC2' & TP=='120.00') | (Treatment=='5MC2' & TP == '-0.45'),83c246c4ed456dea2a15d054f16009b3,0.357520919,0.377086627,1,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Rhodocyclaceae,Zoogloea,,83c246c4ed456dea2a15d054f16009b3,1.768,1.785,0.2,all,0.25,14MC2,120,FALSE,No
36,(Treatment=='9MC2' & TP=='24.00') | (Treatment=='5MC2' & TP == '-0.45'),84ea3564fd34c5377c4305b340f0c16f,2.33064287,0.260412595,0.995448145,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade III,,,84ea3564fd34c5377c4305b340f0c16f,1.785,1.807,0.2,all,0.25,9MC2,24,FALSE,No
88,(Treatment=='11MC2' & TP=='48.00') | (Treatment=='5MC2' & TP == '-0.45'),84ea3564fd34c5377c4305b340f0c16f,-4.076565673,0.879918839,1,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade III,,,84ea3564fd34c5377c4305b340f0c16f,1.785,1.807,0.2,all,0.25,11MC2,48,FALSE,No
13,(Treatment=='9MC2' & TP=='24.00') | (Treatment=='5MC2' & TP == '-0.45'),87a918f2af94ff451dd1f9ada0c46ecb,-0.671633598,0.603458996,1,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Rhodocyclaceae,Methyloversatilis,,87a918f2af94ff451dd1f9ada0c46ecb,1.768,1.785,0.2,all,0.25,9MC2,24,FALSE,No
26,(Treatment=='9MC2' & TP=='24.00') | (Treatment=='5MC2' & TP == '-0.45'),8b1b6b50ee8e9d52ac980948823b441f,0.520635698,0.277965876,1,Bacteria,Bacteroidetes,Rhodothermia,Balneolales,Balneolaceae,uncultured bacterium,uncultured bacterium,8b1b6b50ee8e9d52ac980948823b441f,1.775,1.795,0.2,all,0.25,9MC2,24,FALSE,No
97,(Treatment=='11MC2' & TP=='48.00') | (Treatment=='5MC2' & TP == '-0.45'),8b1b6b50ee8e9d52ac980948823b441f,1.193434701,0.2697246,0.940182891,Bacteria,Bacteroidetes,Rhodothermia,Balneolales,Balneolaceae,uncultured bacterium,uncultured bacterium,8b1b6b50ee8e9d52ac980948823b441f,1.795,1.813,0.2,all,0.25,11MC2,48,FALSE,No
4,(Treatment=='9MC2' & TP=='24.00') | (Treatment=='5MC2' & TP == '-0.45'),936f76885e2ff79dde9adf042e7d4617,0.968227374,0.195645113,0.813471784,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospirillaceae,Magnetospirillum,,936f76885e2ff79dde9adf042e7d4617,1.768,1.785,0.2,all,0.25,9MC2,24,FALSE,No
55,(Treatment=='11MC2' & TP=='48.00') | (Treatment=='5MC2' & TP == '-0.45'),936f76885e2ff79dde9adf042e7d4617,0.875482034,0.224183558,0.804423356,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospirillaceae,Magnetospirillum,,936f76885e2ff79dde9adf042e7d4617,1.768,1.785,0.2,all,0.25,11MC2,48,FALSE,No
104,(Treatment=='12MC2' & TP=='72.00') | (Treatment=='5MC2' & TP == '-0.45'),936f76885e2ff79dde9adf042e7d4617,0.31731679,0.478255344,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospirillaceae,Magnetospirillum,,936f76885e2ff79dde9adf042e7d4617,1.768,1.785,0.25,all,0.25,12MC2,72,FALSE,No
154,(Treatment=='14MC2' & TP=='120.00') | (Treatment=='5MC2' & TP == '-0.45'),936f76885e2ff79dde9adf042e7d4617,1.041943655,0.238833709,0.768554629,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospirillaceae,Magnetospirillum,,936f76885e2ff79dde9adf042e7d4617,1.768,1.785,0.2,all,0.25,14MC2,120,FALSE,No
208,(Treatment=='15MC2' & TP=='240.00') | (Treatment=='5MC2' & TP == '-0.45'),936f76885e2ff79dde9adf042e7d4617,-6.244293834,0.95162227,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospirillaceae,Magnetospirillum,,936f76885e2ff79dde9adf042e7d4617,1.768,1.785,0.25,all,0.25,15MC2,240,FALSE,No
23,(Treatment=='9MC2' & TP=='24.00') | (Treatment=='5MC2' & TP == '-0.45'),98f53519513214e968c569829a1471bb,0.791905466,0.251296943,0.995448145,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,,98f53519513214e968c569829a1471bb,1.775,1.795,0.2,all,0.25,9MC2,24,FALSE,No
15,(Treatment=='9MC2' & TP=='24.00') | (Treatment=='5MC2' & TP == '-0.45'),9c54c522a386d5ed75686001dae803d9,-0.58599588,0.999814875,1,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,,,9c54c522a386d5ed75686001dae803d9,1.768,1.785,0.2,all,0.25,9MC2,24,FALSE,No
73,(Treatment=='11MC2' & TP=='48.00') | (Treatment=='5MC2' & TP == '-0.45'),9c54c522a386d5ed75686001dae803d9,-0.652273898,0.987550267,1,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,,,9c54c522a386d5ed75686001dae803d9,1.768,1.785,0.2,all,0.25,11MC2,48,FALSE,No
122,(Treatment=='12MC2' & TP=='72.00') | (Treatment=='5MC2' & TP == '-0.45'),9c54c522a386d5ed75686001dae803d9,-1.196521041,0.998741051,1,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,,,9c54c522a386d5ed75686001dae803d9,1.768,1.785,0.25,all,0.25,12MC2,72,FALSE,No
169,(Treatment=='14MC2' & TP=='120.00') | (Treatment=='5MC2' & TP == '-0.45'),9c54c522a386d5ed75686001dae803d9,-3.094392028,1,1,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,,,9c54c522a386d5ed75686001dae803d9,1.768,1.785,0.2,all,0.25,14MC2,120,FALSE,No
234,(Treatment=='15MC2' & TP=='240.00') | (Treatment=='5MC2' & TP == '-0.45'),9c54c522a386d5ed75686001dae803d9,-9.056323291,1,1,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,,,9c54c522a386d5ed75686001dae803d9,1.768,1.785,0.25,all,0.25,15MC2,240,FALSE,No
42,(Treatment=='9MC2' & TP=='24.00') | (Treatment=='5MC2' & TP == '-0.45'),9e26dc7c6642e4bf724f8d376d56a973,-0.373832496,0.748770703,1,Bacteria,Proteobacteria,Alphaproteobacteria,,,,,9e26dc7c6642e4bf724f8d376d56a973,1.795,1.813,0.2,all,0.25,9MC2,24,FALSE,No
53,(Treatment=='11MC2' & TP=='48.00') | (Treatment=='5MC2' & TP == '-0.45'),9e26dc7c6642e4bf724f8d376d56a973,-0.922634916,0.99851069,1,Bacteria,Proteobacteria,Alphaproteobacteria,,,,,9e26dc7c6642e4bf724f8d376d56a973,1.768,1.785,0.2,all,0.25,11MC2,48,FALSE,No
103,(Treatment=='12MC2' & TP=='72.00') | (Treatment=='5MC2' & TP == '-0.45'),9e26dc7c6642e4bf724f8d376d56a973,-0.863671055,0.999203721,1,Bacteria,Proteobacteria,Alphaproteobacteria,,,,,9e26dc7c6642e4bf724f8d376d56a973,1.768,1.785,0.25,all,0.25,12MC2,72,FALSE,No
152,(Treatment=='14MC2' & TP=='120.00') | (Treatment=='5MC2' & TP == '-0.45'),9e26dc7c6642e4bf724f8d376d56a973,-2.606179921,1,1,Bacteria,Proteobacteria,Alphaproteobacteria,,,,,9e26dc7c6642e4bf724f8d376d56a973,1.768,1.785,0.2,all,0.25,14MC2,120,FALSE,No
206,(Treatment=='15MC2' & TP=='240.00') | (Treatment=='5MC2' & TP == '-0.45'),9e26dc7c6642e4bf724f8d376d56a973,-3.787137158,0.992157311,1,Bacteria,Proteobacteria,Alphaproteobacteria,,,,,9e26dc7c6642e4bf724f8d376d56a973,1.768,1.785,0.25,all,0.25,15MC2,240,FALSE,No
38,(Treatment=='9MC2' & TP=='24.00') | (Treatment=='5MC2' & TP == '-0.45'),a7d9ac24cf597a17e98e400931d90089,-1.977378066,0.996729964,1,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Alkanindiges,,a7d9ac24cf597a17e98e400931d90089,1.785,1.807,0.2,all,0.25,9MC2,24,FALSE,No
64,(Treatment=='11MC2' & TP=='48.00') | (Treatment=='5MC2' & TP == '-0.45'),a7d9ac24cf597a17e98e400931d90089,-0.456753328,0.723943038,1,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Alkanindiges,,a7d9ac24cf597a17e98e400931d90089,1.768,1.785,0.2,all,0.25,11MC2,48,FALSE,No
112,(Treatment=='12MC2' & TP=='72.00') | (Treatment=='5MC2' & TP == '-0.45'),a7d9ac24cf597a17e98e400931d90089,-0.301033572,0.804922521,1,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Alkanindiges,,a7d9ac24cf597a17e98e400931d90089,1.768,1.785,0.25,all,0.25,12MC2,72,FALSE,No
161,(Treatment=='14MC2' & TP=='120.00') | (Treatment=='5MC2' & TP == '-0.45'),a7d9ac24cf597a17e98e400931d90089,0.302308595,0.461517349,1,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Alkanindiges,,a7d9ac24cf597a17e98e400931d90089,1.768,1.785,0.2,all,0.25,14MC2,120,FALSE,No
221,(Treatment=='15MC2' & TP=='240.00') | (Treatment=='5MC2' & TP == '-0.45'),a7d9ac24cf597a17e98e400931d90089,-1.711962564,0.871815296,1,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Alkanindiges,,a7d9ac24cf597a17e98e400931d90089,1.768,1.785,0.25,all,0.25,15MC2,240,FALSE,No
180,(Treatment=='14MC2' & TP=='120.00') | (Treatment=='5MC2' & TP == '-0.45'),ae88f77525a7096df7c0d9c6ede9f846,-1.157515643,0.652231447,1,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Prosthecobacter,,ae88f77525a7096df7c0d9c6ede9f846,1.778,1.801,0.2,all,0.25,14MC2,120,FALSE,No
14,(Treatment=='9MC2' & TP=='24.00') | (Treatment=='5MC2' & TP == '-0.45'),aee83626bf99f96165a5c90cc9511595,-0.585338235,0.589740812,1,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,,,aee83626bf99f96165a5c90cc9511595,1.768,1.785,0.2,all,0.25,9MC2,24,FALSE,No
72,(Treatment=='11MC2' & TP=='48.00') | (Treatment=='5MC2' & TP == '-0.45'),aee83626bf99f96165a5c90cc9511595,0.092510403,0.525684799,1,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,,,aee83626bf99f96165a5c90cc9511595,1.768,1.785,0.2,all,0.25,11MC2,48,FALSE,No
121,(Treatment=='12MC2' & TP=='72.00') | (Treatment=='5MC2' & TP == '-0.45'),aee83626bf99f96165a5c90cc9511595,1.647535276,0.180708877,0.660801116,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,,,aee83626bf99f96165a5c90cc9511595,1.768,1.785,0.25,all,0.25,12MC2,72,FALSE,No
168,(Treatment=='14MC2' & TP=='120.00') | (Treatment=='5MC2' & TP == '-0.45'),aee83626bf99f96165a5c90cc9511595,1.039925417,0.391463349,1,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,,,aee83626bf99f96165a5c90cc9511595,1.768,1.785,0.2,all,0.25,14MC2,120,FALSE,No
232,(Treatment=='15MC2' & TP=='240.00') | (Treatment=='5MC2' & TP == '-0.45'),aee83626bf99f96165a5c90cc9511595,-4.22205598,0.872948933,1,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,,,aee83626bf99f96165a5c90cc9511595,1.768,1.785,0.25,all,0.25,15MC2,240,FALSE,No
30,(Treatment=='9MC2' & TP=='24.00') | (Treatment=='5MC2' & TP == '-0.45'),af27577de5edb10c09f7fc19b9ca45ca,-0.258159009,0.56195817,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudorhodobacter,,af27577de5edb10c09f7fc19b9ca45ca,1.778,1.801,0.2,all,0.25,9MC2,24,FALSE,No
81,(Treatment=='11MC2' & TP=='48.00') | (Treatment=='5MC2' & TP == '-0.45'),af27577de5edb10c09f7fc19b9ca45ca,-4.4449233,0.916316511,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudorhodobacter,,af27577de5edb10c09f7fc19b9ca45ca,1.775,1.795,0.2,all,0.25,11MC2,48,FALSE,No
129,(Treatment=='12MC2' & TP=='72.00') | (Treatment=='5MC2' & TP == '-0.45'),af27577de5edb10c09f7fc19b9ca45ca,-4.055335239,0.878042059,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudorhodobacter,,af27577de5edb10c09f7fc19b9ca45ca,1.775,1.795,0.25,all,0.25,12MC2,72,FALSE,No
176,(Treatment=='14MC2' & TP=='120.00') | (Treatment=='5MC2' & TP == '-0.45'),af27577de5edb10c09f7fc19b9ca45ca,-4.323967109,0.892200823,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudorhodobacter,,af27577de5edb10c09f7fc19b9ca45ca,1.775,1.795,0.2,all,0.25,14MC2,120,FALSE,No
202,(Treatment=='15MC2' & TP=='240.00') | (Treatment=='5MC2' & TP == '-0.45'),af27577de5edb10c09f7fc19b9ca45ca,-3.891146809,0.85429868,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudorhodobacter,,af27577de5edb10c09f7fc19b9ca45ca,1.768,1.785,0.25,all,0.25,15MC2,240,FALSE,No
3,(Treatment=='9MC2' & TP=='24.00') | (Treatment=='5MC2' & TP == '-0.45'),b75e2ef0e905fa22619b60098e918ee3,0.405940653,0.465378531,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospirillaceae,Magnetospirillum,,b75e2ef0e905fa22619b60098e918ee3,1.768,1.785,0.2,all,0.25,9MC2,24,FALSE,No
54,(Treatment=='11MC2' & TP=='48.00') | (Treatment=='5MC2' & TP == '-0.45'),b75e2ef0e905fa22619b60098e918ee3,1.453700972,0.146943621,0.597570724,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospirillaceae,Magnetospirillum,,b75e2ef0e905fa22619b60098e918ee3,1.768,1.785,0.2,all,0.25,11MC2,48,FALSE,No
138,(Treatment=='12MC2' & TP=='72.00') | (Treatment=='5MC2' & TP == '-0.45'),b75e2ef0e905fa22619b60098e918ee3,0.113912161,0.53023429,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospirillaceae,Magnetospirillum,,b75e2ef0e905fa22619b60098e918ee3,1.785,1.807,0.25,all,0.25,12MC2,72,FALSE,No
153,(Treatment=='14MC2' & TP=='120.00') | (Treatment=='5MC2' & TP == '-0.45'),b75e2ef0e905fa22619b60098e918ee3,0.785114765,0.394388768,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospirillaceae,Magnetospirillum,,b75e2ef0e905fa22619b60098e918ee3,1.768,1.785,0.2,all,0.25,14MC2,120,FALSE,No
